corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,relation
cnc,train_10_18,765,0,cnc_train_10_18_765_0,"Earlier in the day , Naidu along with left party leaders G Mallesh ( CPI ) , J Ranga Reddy ( CPM ) and others , participated in a big rally from the Goshamahal stadium to the State Assembly on farmers ’ issues .",[],0,0
NEWS,train35,36,0,0_our_data_0_036,The directors added that the two executives have n't reached a final decision to proceed with a bid and that until an offer is made the board will continue seeking higher offers from other bidders.,[],0,0
cnc,train_10_84,2156,0,cnc_train_10_84_2156_0,"Setting ablaze the court room in Kollam and an offset press at Manvila require more skill and guidance from fundamentalist outfits . """,[],0,0
cnc,train_10_5,1838,0,cnc_train_10_5_1838_0,"As commuters rushed past , activists waved flags in the sticky night air and erected tall blue and white banners urging them to join the struggle for self-determination .","['As commuters rushed past , <ARG1>activists waved flags in the sticky night air and erected tall blue and white banners</ARG1> <ARG0><SIG0>urging them to</SIG0> join the struggle for self-determination</ARG0> .']",1,cause
cnc,train_01_256,1814,0,cnc_train_01_256_1814_0,At Toopran farmers blocked roads and held protest .,[],0,0
NEWS,train181,182,0,cause_our_data_0_0182,Iraq said the roundup was  to protect them from unspecifiedthreats; British Foreign Office minister William Waldegrave calledthe order ``grave and sinister.'',"[""Iraq said the <ARG0>roundup</ARG0> was  to <ARG1>protect</ARG1> them from unspecifiedthreats; British Foreign Office minister William Waldegrave calledthe order ``grave and sinister.""]",1,cause
cnc,train_05_38,3335,0,cnc_train_05_38_3335_0,A police helicopter circled above as the protest march reached town .,[],0,0
cnc,train_09_A_28,587,0,cnc_train_09_A_28_587_0,"“ We are sorry that the public would have been inconvenienced by this strike but it was unavoidable due to the non-serious approach of the IBA and government to avert the strike by improving their offer on wage increase and discussing our concerns on the banking sector reforms , ” he said .","['“ <ARG1>We are sorry</ARG1> that <ARG0>the public would have been inconvenienced by this strike</ARG0> but it was unavoidable due to the non-serious approach of the IBA and government to avert the strike by improving their offer on wage increase and discussing our concerns on the banking sector reforms , ” he said .', '“ We are sorry that <ARG1>the public would have been inconvenienced</ARG1> <SIG0>by</SIG0> <ARG0>this strike</ARG0> but it was unavoidable due to the non-serious approach of the IBA and government to avert the strike by improving their offer on wage increase and discussing our concerns on the banking sector reforms , ” he said .', '“ We are sorry that the public would have been inconvenienced by this strike but <ARG1>it was unavoidable</ARG1> <SIG0>due to</SIG0> <ARG0>the non-serious approach of the IBA and government to avert the strike by improving their offer on wage increase and discussing our concerns on the banking sector reforms</ARG0> , ” he said .']",3,cause
GPT3,train864,865,0,prevent_GPT_0_0865,The United Nations has imposed an arms embargo on Libya in an effort to prevent the country from engaging in further conflict.,"[""The United Nations has imposed an arms <ARG0>Embargo</ARG0> on Libya in an effort to prevent the country from engaging in further <ARG1>Conflict</ARG1>.""]",1,prevent
cnc,train_10_79,3390,0,cnc_train_10_79_3390_0,"Thirty-four people , mostly striking mineworkers , were shot dead in a clash with police .","['<ARG1>Thirty-four people , mostly striking mineworkers , were shot dead</ARG1> in <ARG0>a clash with police</ARG0> .']",1,cause
cnc,train_10_4,1712,0,cnc_train_10_4_1712_0,"On a recent evening , Edward Leung and a group of fellow activists gathered outside a metro station in Hong Kong ’ s New Territories to lend their support to a Youngspiration campaign event .","['On a recent evening , <ARG1>Edward Leung and a group of fellow activists gathered outside a metro station in Hong Kong ’ s New Territories</ARG1> <ARG0><SIG0>to</SIG0> lend their support to a Youngspiration campaign event</ARG0> .']",1,cause
GPT3,train818,819,0,prevent_GPT_0_0819,The United Nations has imposed an arms embargo on Yemen in an effort to prevent further violence against civilians.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Yemen in an effort to prevent <ARG1>Further violence</ARG1> against civilians.""]",1,prevent
cnc,train_05_232,844,0,cnc_train_05_232_844_0,The bandh was led by Nana Kshirsagar 's Maharashtra Rickshaw Sena .,[],0,0
cnc,train_03_304,918,0,cnc_train_03_304_918_0,"- Indian Express Express News Service , Express News Service : Fri Mar 18 2011 , 02:17 hrs Lokayat in association with Pune Jilla Molkarin Sangathana , Shramik Mahila Morcha , Pandav Nagar Mitra Manda and Pimpri-Chinchwad Municipal Corporation Employees Union staged a dharna in front of the district collector 's office in protest against the proposed nuclear plant in Jaitapur .","[""- Indian Express Express News Service , Express News Service : Fri Mar 18 2011 , 02:17 hrs <ARG1>Lokayat in association with Pune Jilla Molkarin Sangathana , Shramik Mahila Morcha , Pandav Nagar Mitra Manda and Pimpri-Chinchwad Municipal Corporation Employees Union staged a dharna in front of the district collector 's office</ARG1> <ARG0><SIG0>in protest</SIG0> against the proposed nuclear plant in Jaitapur</ARG0> .""]",1,cause
GPT3,train1379,1380,0,intend_GPT_0_01380,"The president has proposed a new law to increase the minimum wage, in an effort to reduce poverty and improve living standards.","[""The president has <ARG0>proposed</ARG0> a new law to increase the minimum wage, in an effort to <ARG1>reduce</ARG1> poverty and improve living standards.""]",1,intend
cnc,train_04_166,2326,0,cnc_train_04_166_2326_0,Police had a tough time in controlling them as they squatted on the highway at several points .,['<ARG1>Police had a tough time in controlling them</ARG1> <SIG0>as</SIG0> <ARG0>they squatted on the highway at several points</ARG0> .'],1,cause
cnc,train_06_113,2745,0,cnc_train_06_113_2745_0,"Three militants - two hailing from Multan in Pakistan and a local terrorist - were killed , he said , adding unfortunately the old lady also died in the cross firing .","['<ARG1>Three militants - two hailing from Multan in Pakistan and a local terrorist - were killed , he said , adding unfortunately the old lady also died</ARG1> in <ARG0>the cross firing</ARG0> .']",1,cause
cnc,train_09_B_20,3005,0,cnc_train_09_B_20_3005_0,“ Had the administration wanted it could have averted the incident .,['“ <SIG0>Had</SIG0> <ARG0>the administration wanted</ARG0> <ARG1>it could have averted the incident</ARG1> .'],1,cause
cnc,train_04_283,3230,0,cnc_train_04_283_3230_0,"Equipped with petrol , Devinder Singh ( Sangrur ) , Kanwaldeep Singh ( Amritsar ) , Kuldeep Singh ( Muktsar ) , Gurwinder Singh ( Amritsar ) , Gurmeet Singh ( Moga ) , Kabal Singh ( Tarn Taran ) , Rajwant Singh , Sukhraj Singh ( Tarn Taran ) , Varinderpal and Chamkaur Singh ( Gurdaspur ) threatened to self-immolate if the state government did not issue formal orders to regularise their services .","['<ARG1>Equipped with petrol</ARG1> , <ARG0>Devinder Singh ( Sangrur ) , Kanwaldeep Singh ( Amritsar ) , Kuldeep Singh ( Muktsar ) , Gurwinder Singh ( Amritsar ) , Gurmeet Singh ( Moga ) , Kabal Singh ( Tarn Taran ) , Rajwant Singh , Sukhraj Singh ( Tarn Taran ) , Varinderpal and Chamkaur Singh ( Gurdaspur ) threatened to self-immolate</ARG0> if the state government did not issue formal orders to regularise their services .', 'Equipped with petrol , <ARG1>Devinder Singh ( Sangrur ) , Kanwaldeep Singh ( Amritsar ) , Kuldeep Singh ( Muktsar ) , Gurwinder Singh ( Amritsar ) , Gurmeet Singh ( Moga ) , Kabal Singh ( Tarn Taran ) , Rajwant Singh , Sukhraj Singh ( Tarn Taran ) , Varinderpal and Chamkaur Singh ( Gurdaspur ) threatened to self-immolate</ARG1> <SIG0>if</SIG0> <ARG0>the state government did not issue formal orders to regularise their services</ARG0> .']",2,cause
cnc,train_08_140,1529,0,cnc_train_08_140_1529_0,"— | Photo Credit : Photo : N. Bashkaran April 18 , 2009 00:00 IST Staff Reporter KRISHNAGIRI : Cadres of Communist Party of India ( Marxist ) staged a demonstration in front of the Revenue Divisional Office , Krishnagiri , on Friday condemning the attack on the party MLA by unidentified persons in Madurai on Wednesday night .","['— | Photo Credit : Photo : N. Bashkaran April 18 , 2009 00:00 IST Staff Reporter KRISHNAGIRI : <ARG1>Cadres of Communist Party of India ( Marxist ) staged a demonstration in front of the Revenue Divisional Office , Krishnagiri , on Friday</ARG1> <ARG0><SIG0>condemning</SIG0> the attack on the party MLA by unidentified persons in Madurai on Wednesday night</ARG0> .']",1,cause
cnc,train_02_148,3087,0,cnc_train_02_148_3087_0,"IMPHAL : Woman doctor shot at in Imphal clinic March 09 , 2014 00:00 IST Doctors and students stayed away from the Regional Institute of Medical Sciences , Imphal , on Saturday , protesting the attack on a doctor , who was shot at and injured when she was examining patients in her private clinic on Friday night .","['IMPHAL : Woman doctor shot at in Imphal clinic March 09 , 2014 00:00 IST <ARG1>Doctors and students stayed away from the Regional Institute of Medical Sciences , Imphal , on Saturday</ARG1> , <ARG0>protesting the attack on a doctor , who was shot at and injured when she was examining patients in her private clinic on Friday night</ARG0> .']",1,cause
cnc,train_05_311,2771,0,cnc_train_05_311_2771_0,Rally Nalgonda Correspondent adds : Police took into custody about 200 pro-Telangana activists with the sole purpose of preventing them from going to Hyderabad for participation in the ‘ Million March ' scheduled to take place between 1 and 4 p.m.,"[""Rally Nalgonda Correspondent adds : <ARG1>Police took into custody about 200 pro-Telangana activists</ARG1> <SIG0>with the sole purpose of</SIG0> <ARG0>preventing them from going to Hyderabad</ARG0> for participation in the ‘ Million March ' scheduled to take place between 1 and 4 p.m."", ""Rally Nalgonda Correspondent adds : Police took into custody about 200 pro-Telangana activists with the sole purpose of preventing <ARG1>them from going to Hyderabad</ARG1> <SIG0>for</SIG0> <ARG0>participation in the ‘ Million March ' scheduled to take place between 1 and 4 p.m</ARG0>.""]",2,cause
cnc,train_01_157,909,0,cnc_train_01_157_909_0,"Ishrat Jahan , a 19 - year-old college student was killed along with three others on June 15 , 2004 allegedly by a team of Crime Branch officials on the outskirts of Ahmedabad , after intelligence inputs that a group of Lashkar terrorists have plotted to kill Gujarat Chief Minister Narendra Modi to avenge the 2002 communal riots in the state .","['<ARG1>Ishrat Jahan , a 19 - year-old college student was killed along with three others on June 15 , 2004 allegedly by a team of Crime Branch officials on the outskirts of Ahmedabad</ARG1> , after <ARG0>intelligence inputs that a group of Lashkar terrorists have plotted to kill Gujarat Chief Minister Narendra Modi to avenge the 2002 communal riots in the state</ARG0> .', 'Ishrat Jahan , a 19 - year-old college student was killed along with three others on June 15 , 2004 allegedly by a team of Crime Branch officials on the outskirts of Ahmedabad , after intelligence inputs that <ARG1>a group of Lashkar terrorists have plotted to kill Gujarat Chief Minister Narendra Modi</ARG1> <ARG0><SIG0>to</SIG0> avenge the 2002 communal riots in the state</ARG0> .']",2,cause
cnc,train_08_253,258,0,cnc_train_08_253_258_0,They were protesting the proposed merger of State Bank of Indore into the State Bank of India .,['<ARG1>They were protesting</ARG1> <ARG0>the proposed merger of State Bank of Indore into the State Bank of India</ARG0> .'],1,cause
