,pred,gt,texts
369,"('meeting', 'cause', 'speaking')","('to offer solidarity', 'cause', 'Family of the student who went missing from JNU, Najeeb, and victims of caste atrocities in Una, Gujarat, Piyush Sarvaiya, Ramesh Sarvaiya and Jeetu Sarvaiya, also attended the event')","Family of the student who went missing from JNU, Najeeb, and victims of caste atrocities in Una, Gujarat, Piyush Sarvaiya, Ramesh Sarvaiya and Jeetu Sarvaiya, also attended the event to offer solidarity."
370,"('went', 'cause', 'solidarity')","('to highlight negligence by the State government', 'cause', 'Disability Rights Association of Goa ( DRAG ) held a candle light dharna of differently-abled persons on Monday at Azad Maidan in the city')","PANAJI : Differently-abled persons stage dharna June 02, 2011 00:00 IST Disability Rights Association of Goa ( DRAG ) held a candle light dharna of differently-abled persons on Monday at Azad Maidan in the city to highlight negligence by the State government."
371,"('candle light', 'enable', 'highlight')","('country', 'enable', 'wear')",The country has lifted nearly all virus-related restrictions and many Russians are refusing to wear masks on public transport and in other public places.
372,"('country', 'enable', 'wear')","('to curb the mushrooming of structures on the land', 'cause', 'the municipality obtained a court order to remove the land invaders')","`` In recent weeks, residents invaded land in the area and to curb the mushrooming of structures on the land, the municipality obtained a court order to remove the land invaders."
373,"('invaded', 'cause', 'mushrooming')","('to remove the land invaders', 'cause', 'the municipality obtained a court order')","`` In recent weeks, residents invaded land in the area and to curb the mushrooming of structures on the land, the municipality obtained a court order to remove the land invaders."
374,"('invaded', 'cause', 'mushrooming')","('to protest', 'cause', 'they marched in the streets')","Concerned that this new policy would reduce their children ’ s chances of getting into university, they marched in the streets to protest."
375,"('policy', 'cause', 'reduce')","('Concerned that this new policy would reduce their children ’ s chances of getting into university', 'cause', 'to protest')","Concerned that this new policy would reduce their children ’ s chances of getting into university, they marched in the streets to protest."
376,"('policy', 'cause', 'reduce')","('They', 'prevent', 'deaths')","They exclude revisions made by other statistical organisations, which show that the number of deaths is much higher."
377,"('revisions', 'cause', 'number')","('Four persons from Bihar, who attempted to derail a goods train near Erode', 'cause', 'were booked under the National Security Act in this case')","Four persons from Bihar, who attempted to derail a goods train near Erode were booked under the National Security Act in this case."
378,"('booked', 'cause', 'derail')","('at Pyari ’ s request', 'cause', 'Sangram ends fast')","Sangram ends fast at Pyari ’ s request 17th December 2012 11:41 AM After all the talks of injustice and fabricated charges over which Sangram Mohanty took to hunger strike in R Udaygiri jail, it took a letter of five sentences from Odisha Jan Morcha ( OJM ) leader Pyarimohan Mohapatra to call off the agitation on Sunday."
379,"('Sangram', 'end time', '17th December 2012')","('all the talks of injustice and fabricated charges', 'cause', 'Sangram Mohanty took to hunger strike in R Udaygiri jail')","Sangram ends fast at Pyari ’ s request 17th December 2012 11:41 AM After all the talks of injustice and fabricated charges over which Sangram Mohanty took to hunger strike in R Udaygiri jail, it took a letter of five sentences from Odisha Jan Morcha ( OJM ) leader Pyarimohan Mohapatra to call off the agitation on Sunday."
380,"('Sangram', 'end time', '17th December 2012')","('to call off the agitation on Sunday', 'cause', 'it took a letter of five sentences from Odisha Jan Morcha ( OJM ) leader Pyarimohan Mohapatra')","Sangram ends fast at Pyari ’ s request 17th December 2012 11:41 AM After all the talks of injustice and fabricated charges over which Sangram Mohanty took to hunger strike in R Udaygiri jail, it took a letter of five sentences from Odisha Jan Morcha ( OJM ) leader Pyarimohan Mohapatra to call off the agitation on Sunday."
381,"('Sangram', 'end time', '17th December 2012')","('a group of advocates, who assembled near the Aavin entrance of the High Court campus, staged a protest and attempted to block the NSC Bose Road', 'cause', 'The much-anticipated trouble began in the morning')","The much-anticipated trouble began in the morning when a group of advocates, who assembled near the Aavin entrance of the High Court campus, staged a protest and attempted to block the NSC Bose Road."
382,"('staged', 'cause', 'blocked')","('block the NSC Bose Road', 'cause', 'a group of advocates, who assembled near the Aavin entrance of the High Court campus, staged a protest')","The much-anticipated trouble began in the morning when a group of advocates, who assembled near the Aavin entrance of the High Court campus, staged a protest and attempted to block the NSC Bose Road."
383,"('staged', 'cause', 'blocked')","('in memory of the Youth Congress supporters killed by the police at a protest rally on this day 16 years ago as well as <SIG1>to</SIG1> celebrate the victory in the Lok Sabha elections', 'cause', 'a mammoth rally')","Addressing a mammoth rally in memory of the Youth Congress supporters killed by the police at a protest rally on this day 16 years ago as well as to celebrate the victory in the Lok Sabha elections, Ms. Banerjee said : “ The Trinamool Congress is no more a mere opposition party in State politics."
384,"('rally', 'enable', 'party')","('cheered', 'cause', 'keep')","But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas."
385,"('cheered', 'cause', 'keep')","(""Saturday's police firing"", 'cause', 'killed six Left activists agitating for land')","After firing, Chandrababu, Left gun for YSR - Indian Express Express News Service, Express News Service : HYDERABAD / KHAMMAM, JULY 29, Sun Jul 29 2007, 23:47 hrs The embers left by Saturday's police firing which killed six Left activists agitating for land are unlikely to die soon."
386,"('firing', 'cause', 'die')","('Irked over the arrests', 'cause', 'the protestors staged dharna')","Irked over the arrests, the protestors staged dharna."
387,"('protests', 'cause', 'staged')","('against compulsory national education for public schools', 'cause', 'he took part in a protest')","I saw university students taking part in social movements and how universities are a place where there is the value of common governance by both teachers and students Lau Tsz-kei He said his political awakening came in 2012, when he took part in a protest against compulsory national education for public schools, intended to strengthen “ national identity awareness ” and nurture patriotism towards China."
388,"('took part', 'intend', 'strengthen')","('intended to strengthen “ national identity awareness ” and nurture patriotism towards China', 'cause', 'compulsory national education for public schools')","I saw university students taking part in social movements and how universities are a place where there is the value of common governance by both teachers and students Lau Tsz-kei He said his political awakening came in 2012, when he took part in a protest against compulsory national education for public schools, intended to strengthen “ national identity awareness ” and nurture patriotism towards China."
