,pred,gt,texts
382,"('Al-Qaeda', 'participant in', 'September 11, 2001')","('block the NSC Bose Road', 'cause', 'a group of advocates, who assembled near the Aavin entrance of the High Court campus, staged a protest')","The much-anticipated trouble began in the morning when a group of advocates, who assembled near the Aavin entrance of the High Court campus, staged a protest and attempted to block the NSC Bose Road."
383,"('September 11, 2001', 'participant', 'Al-Qaeda')","('in memory of the Youth Congress supporters killed by the police at a protest rally on this day 16 years ago as well as <SIG1>to</SIG1> celebrate the victory in the Lok Sabha elections', 'cause', 'a mammoth rally')","Addressing a mammoth rally in memory of the Youth Congress supporters killed by the police at a protest rally on this day 16 years ago as well as to celebrate the victory in the Lok Sabha elections, Ms. Banerjee said : “ The Trinamool Congress is no more a mere opposition party in State politics."
384,"('Richard Boucher', 'employer', 'State Department')","('cheered', 'cause', 'keep')","But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas."
385,"('three more alleged terrorists were shot last month', 'point in time', 'last month')","(""Saturday's police firing"", 'cause', 'killed six Left activists agitating for land')","After firing, Chandrababu, Left gun for YSR - Indian Express Express News Service, Express News Service : HYDERABAD / KHAMMAM, JULY 29, Sun Jul 29 2007, 23:47 hrs The embers left by Saturday's police firing which killed six Left activists agitating for land are unlikely to die soon."
386,"('Saddam Hussein', 'conflict', 'broken')","('Irked over the arrests', 'cause', 'the protestors staged dharna')","Irked over the arrests, the protestors staged dharna."
387,"('broken', 'participant', 'Saddam Hussein')","('against compulsory national education for public schools', 'cause', 'he took part in a protest')","I saw university students taking part in social movements and how universities are a place where there is the value of common governance by both teachers and students Lau Tsz-kei He said his political awakening came in 2012, when he took part in a protest against compulsory national education for public schools, intended to strengthen “ national identity awareness ” and nurture patriotism towards China."
388,"('Robert Mellor', 'employer', 'Di Giorgio')","('intended to strengthen “ national identity awareness ” and nurture patriotism towards China', 'cause', 'compulsory national education for public schools')","I saw university students taking part in social movements and how universities are a place where there is the value of common governance by both teachers and students Lau Tsz-kei He said his political awakening came in 2012, when he took part in a protest against compulsory national education for public schools, intended to strengthen “ national identity awareness ” and nurture patriotism towards China."
389,"('Occupy Wall Street', 'has part', 'Occupation of the Wall Street')","('the National Union Metalworkers of SA ( Numsa ) was expected to defend itself against plans to expel it from the trade union federation', 'cause', ""They gathered in the morning ahead of the start of the Congress of SA Trade Unions'( Cosatu ) central executive committee ( CEC ) meeting"")","They gathered in the morning ahead of the start of the Congress of SA Trade Unions'( Cosatu ) central executive committee ( CEC ) meeting, where the National Union Metalworkers of SA ( Numsa ) was expected to defend itself against plans to expel it from the trade union federation."
390,"('Occupation of the Wall Street', 'part of', 'Occupy Wall Street')","('against plans to expel it from the trade union federation', 'cause', 'the National Union Metalworkers of SA ( Numsa ) was expected to defend itself')","They gathered in the morning ahead of the start of the Congress of SA Trade Unions'( Cosatu ) central executive committee ( CEC ) meeting, where the National Union Metalworkers of SA ( Numsa ) was expected to defend itself against plans to expel it from the trade union federation."
391,"('teargas', 'used by', 'police')","('to avoid protests further down the road', 'cause', 'he was diverting traffic on the R52 leading to Sannieshof')","Tshukudu was allegedly shot dead by Jaco du Plooy, 46, on October 10 while he was diverting traffic on the R52 leading to Sannieshof to avoid protests further down the road."
392,"(""1989's pro-democracy protests in Tiananmen Square"", 'point in time', '1989')","('a communal clash broke out between inmates', 'cause', 'Tension prevailed in Mysore Central Jail on Friday evening')","KARNATAKA Communal clash in Mysore jail February 02, 2008 00:00 IST Staff Correspondent MYSORE : Tension prevailed in Mysore Central Jail on Friday evening after a communal clash broke out between inmates."
393,"(""1989's pro-democracy protests in Tiananmen Square"", 'point in time', '1989')","('restoration of night movement of trains', 'cause', 'RDSC has held numerous agitations')",RDSC has held numerous agitations for restoration of night movement of trains.
394,"('Tirupur', 'located in the administrative territorial entity', 'Tirupur')","('Militants made a dramatic appearance in Koker Bazar area of Lal Chowk and fired a volley of shots on CRPF personnel patrolling the area', 'cause', 'injuring two of them')","Militants made a dramatic appearance in Koker Bazar area of Lal Chowk and fired a volley of shots on CRPF personnel patrolling the area, injuring two of them, police said."
395,"('1989 demonstration', 'point in time', '1989')","('arrest', 'enable', 'expulsion')","""But the minute there's a new international arrest warrant from Italy, which was approved by the Supreme Federal Court of Brazil, the Brazilian federal police can no longer order the expulsion"" he explained."
396,"('Roseann Rife', 'employer', 'Amnesty International')","('cab operators ’ strike', 'cause', 'Forced to look for alternative transport')",Yousuf Staff Reporter Forced to look for alternative transport due to cab operators ’ strike ; autorickshaws too join stir today HYDERABAD : It was an altogether different day for employees working in the IT and BPO companies on Thursday.
397,"('KARIMNAGAR', 'point in time', 'June 28, 2010')","('resenting alleged violation of protocol', 'cause', 'The Zilla Parishad vice-chairman Pandari, of CPI, staged a sit-in protest during the meeting')","The Zilla Parishad vice-chairman Pandari, of CPI, staged a sit-in protest during the meeting resenting alleged violation of protocol."
398,"('KARIMNAGAR', 'point in time', 'June 28, 2010')","('participating in the public service strike', 'cause', 'the workers fired on June 11')","The TAC and a group of Khayelitsha residents, some of them HIV-positive, are seeking the reinstatement of the workers fired on June 11 after allegedly participating in the public service strike."
399,"('Jawahar Park', 'occupant', 'Swadheen Bharat Subhash Sena')","('go', 'cause', 'offered')",The president also has offered  to help offsetJordan's costs because 40 percent of its exports go to Iraq and 90percent of its oil comes from there.
400,"('Jawahar Park', 'occupant', 'Swadheen Bharat Subhash Sena')","('mono-material', 'enable', 'recycling')","In developing the concept for Future, Aptar's experts turned to recognized eco-design principles, which call for plastic dispensing products to be made from a mono-material to facilitate the recycling process."
