corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,label
cnc,train_07_25,361,0,cnc_train_07_25_361_0,"TAMIL NADU BJP cadres stage stir October 18 , 2007 00:00 IST TIRUCHI : The cadres of the Bharathiya Janata on Wednesday staged a demonstration at Puthur in the city condemning reservation on communal lines .","['TAMIL NADU BJP cadres stage stir October 18 , 2007 00:00 IST TIRUCHI : <ARG1>The cadres of the Bharathiya Janata on Wednesday staged a demonstration at Puthur in the city</ARG1> <ARG0><SIG0>condemning</SIG0> reservation on communal lines</ARG0> .']",1,0
NEWS,train240,241,0,cause_our_data_0_0241,"The Saudis even have in their possession 48 Kuwaiti jet fighters, virtually the entire Kuwaiti air force, which managed to escape the Iraqi invasion, Saudi officials said. ",[],0,0
cnc,train_10_43,798,0,cnc_train_10_43_798_0,"It ’ s already been two months since the first protest ... but I guess people are not going to give up or rest until we legitimately have freedom and democracy , ” she said .",[],0,0
NEWS,train84,85,0,cause_our_data_0_085,"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    ","[""Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and <ARG1>took</ARG1> a $50.9 million loss from discontinued operations in the third quarter because of the planned <ARG0>sale</ARG0>.""]",1,0
cnc,train_07_48,1401,0,cnc_train_07_48_1401_0,"Police use tear gas to control communal clash at Mirzapur - Indian Express Express News Service , Express News Service : Ahmedabad , Tue Sep 15 2009 , 01:09 hrs The city police had to resort to tear gas shelling after a communal violence broke out near St Xavier 's High School in the Mirzapur area of Ahmedabad late on Sunday .","[""<ARG1>Police use tear gas</ARG1> <ARG0><SIG0>to</SIG0> control communal clash at Mirzapur</ARG0> - Indian Express Express News Service , Express News Service : Ahmedabad , Tue Sep 15 2009 , 01:09 hrs The city police had to resort to tear gas shelling after a communal violence broke out near St Xavier 's High School in the Mirzapur area of Ahmedabad late on Sunday ."", ""Police use tear gas to control communal clash at Mirzapur - Indian Express Express News Service , Express News Service : Ahmedabad , Tue Sep 15 2009 , 01:09 hrs <ARG1>The city police had to resort to tear gas shelling</ARG1> after <ARG0>a communal violence broke out near St Xavier 's High School in the Mirzapur area of Ahmedabad late on Sunday</ARG0> .""]",2,0
cnc,train_05_214,1541,0,cnc_train_05_214_1541_0,This was after the Student Representative Council and management clashed over how to deal with rising student debt .,['This was after <ARG1>the Student Representative Council and management clashed</ARG1> <SIG0>over</SIG0> <ARG0>how to deal with rising student debt</ARG0> .'],1,0
cnc,train_05_158,1922,0,cnc_train_05_158_1922_0,"It may be recalled that SPO Raju , an exservicemen participated in Kargil war , who was on duty at Gandhi Bhavan had received severe burns when the MRPS activists had set fire to the Congress party office on February 28 .",[],0,0
cnc,train_05_49,1521,0,cnc_train_05_49_1521_0,"They are : 1 ) East Fort - Eanchakkal - Bypass - Kazhakoottam - Pothencode - Venjarammoodu - Vembayam - Palayam - East Fort Three VSDP activists were held by the police for attempting to disrupt the flag off function of Rajadhani , the ring road service of KSRTC .","['They are : 1 ) East Fort - Eanchakkal - Bypass - Kazhakoottam - Pothencode - Venjarammoodu - Vembayam - Palayam - East Fort <ARG1>Three VSDP activists were held by the police</ARG1> <SIG0>for</SIG0> <ARG0>attempting to disrupt the flag off function of Rajadhani , the ring road service of KSRTC</ARG0> .']",1,0
cnc,train_02_41,998,0,cnc_train_02_41_998_0,A former state minister was also booked for inciting violence .,['<ARG1>A former state minister was also booked</ARG1> <SIG0>for</SIG0> <ARG0>inciting violence</ARG0> .'],1,0
AFPNEWS,train41,42,0,enable_our_data_0_042,"The stadium is one of a growing list of venues across Melbourne visited by positive cases, leaving state health officials rushing to test and trace across the city of five million, which endured a devastating four-month lockdown after an outbreak last year.","[""The stadium is one of a growing list of venues across Melbourne visited by positive <ARG0>cases</ARG0>, leaving state health officials rushing to <ARG1>test</ARG1> and trace across the city of five million, which endured a devastating four-month lockdown after an outbreak last year.""]",1,0
cnc,train_01_55,322,0,cnc_train_01_55_322_0,Analysts say the mainland public has taken to such protests because they lack adequate channels to express their concerns about environmental risks posed by massive industrial projects .,"['Analysts say <ARG1>the mainland public has taken to such protests</ARG1> <SIG0>because</SIG0> <ARG0>they lack adequate channels to express their concerns about environmental risks posed by massive industrial projects</ARG0> .', 'Analysts say the mainland public has taken to such protests because they lack adequate channels to express their concerns about <ARG1>environmental risks</ARG1> <SIG0>posed by</SIG0> <ARG0>massive industrial projects</ARG0> .']",2,0
cnc,train_09_A_50,2563,0,cnc_train_09_A_50_2563_0,Traders pulled down their shutters to join the statewide agitation to oppose the State Government 's move to amend the APMC Act on Friday .,"[""<ARG1>Traders pulled down their shutters</ARG1> <ARG0><SIG0>to</SIG0> join the statewide agitation</ARG0> to oppose the State Government 's move to amend the APMC Act on Friday ."", ""Traders pulled down their shutters <ARG1>to join the statewide agitation</ARG1> <ARG0><SIG0>to</SIG0> oppose the State Government 's move</ARG0> to amend the APMC Act on Friday ."", ""Traders pulled down their shutters to join the statewide agitation to oppose <ARG1>the State Government 's move</ARG1> <ARG0><SIG0>to</SIG0> amend the APMC Act on Friday</ARG0> .""]",3,0
NEWS,train352,353,0,cause_our_data_0_0353,"The Google.cn filter, which returns censored search results, was created after the original form of the U.S. - based search engine was routinely slowed or blocked by China's Internet controls.","[""The Google.cn filter, which returns censored search results, was <ARG1>created</ARG1> after the original form of the U.S. - based search engine was routinely slowed or <ARG0>blocked</ARG0> by Chinas Internet controls.""]",1,0
cnc,train_05_253,2893,0,cnc_train_05_253_2893_0,"Engg students demand uniform rule on ATKT Posted : Fri Jan 15 1999 IST MUMBAI , JANUARY 14 : Engineering students held a demonstration at the University of Mumbai campus at Fort on Wednesday , demanding that they be allowed to keep term grant for the year .","['Engg students demand uniform rule on ATKT Posted : Fri Jan 15 1999 IST MUMBAI , JANUARY 14 : <ARG1>Engineering students held a demonstration at the University of Mumbai campus at Fort on Wednesday</ARG1> , <ARG0><SIG0>demanding that</SIG0> they be allowed to keep term grant for the year</ARG0> .']",1,0
cnc,train_08_238,3164,0,cnc_train_08_238_3164_0,Fasting Jagan denied mulakats 27th August 2013 11:23 AM The indefinite fast of YSR Congress chief YS Jaganmohan Reddy in protest against state division continued on the second day on Monday .,"['Fasting Jagan denied mulakats 27th August 2013 11:23 AM <ARG1>The indefinite fast of YSR Congress chief YS Jaganmohan Reddy in protest</ARG1> <ARG0>against state division</ARG0> continued on the second day on Monday .', 'Fasting Jagan denied mulakats 27th August 2013 11:23 AM <ARG1>The indefinite fast of YSR Congress chief YS Jaganmohan Reddy</ARG1> in <ARG0>protest against state division</ARG0> continued on the second day on Monday .']",2,0
cnc,train_06_284,994,0,cnc_train_06_284_994_0,"Freezing weather conditions at ANC PE Siyanqoba Rally Raahil Sain PORT ELIZABETH , July 23 ( ANA ) - African National Congress supporters streamed into the Dan Qeqe Stadium in Zwide , Port Elizabeth , in freezing weather conditions and rain for the ANC 's August 3 municipal elections Siyanqoba rally on Saturday .",[],0,0
cnc,train_04_93,2184,0,cnc_train_04_93_2184_0,"UPDATE 3 : Zuma receives warm welcome at Youth Day commemorations Gertrude Makhafola JOHANNESBURG , June 16 ( ANA ) - President Jacob Zuma arrived to loud cheers and chants at Orlando Stadium , Soweto on Thursday where commemorations to mark 40 years of the June 16 students uprising were underway .",[],0,0
cnc,train_08_123,168,0,cnc_train_08_123_168_0,"The Centre has decided to hold tripartite talks with the United Naga Council ( UNC ) and the Manipur government to end the ongoing blockade of two national highways in Manipur , which has disrupted normal life and led to a shortage of essential commodities in the State .","['<ARG1>The Centre has decided to hold tripartite talks with the United Naga Council ( UNC ) and the Manipur government</ARG1> <ARG0><SIG0>to</SIG0> end the ongoing blockade of two national highways in Manipur</ARG0> , which has disrupted normal life and led to a shortage of essential commodities in the State .', 'The Centre has decided to hold tripartite talks with the United Naga Council ( UNC ) and the Manipur government to end <ARG0>the ongoing blockade of two national highways in Manipur</ARG0> , which <ARG1><SIG1>has disrupted</SIG1> normal life and <SIG0>led to</SIG0> a shortage of essential commodities in the State</ARG1> .']",2,0
cnc,train_02_222,1266,0,cnc_train_02_222_1266_0,The clash left at least three students injured .,['<ARG0>The clash</ARG0> <ARG1><SIG0>left</SIG0> at least three students injured</ARG1> .'],1,0
cnc,train_04_35,3014,0,cnc_train_04_35_3014_0,"Three killed in Maoist attack in Jharkhand - Indian Express Agencies , Agencies : Chatra ( Jharkhand ) , Tue Oct 20 2009 , 09:41 hrs Three persons , including the head of a naxal outfit , were killed and six others critically injured when Maoists attacked at Rajpur in the district in the wee hours on Tuesday .","['Three killed in Maoist attack in Jharkhand - Indian Express Agencies , Agencies : Chatra ( Jharkhand ) , Tue Oct 20 2009 , 09:41 hrs <ARG1>Three persons , including the head of a naxal outfit , were killed and six others critically injured</ARG1> when <ARG0>Maoists attacked at Rajpur in the district in the wee hours on Tuesday</ARG0> .']",1,0
NEWS,train222,223,0,cause_our_data_0_0223,"Shares of Coors, the company's sole publicly traded major competitor, fell $1.50 apiece to $19.125 in national over-the-counter trading, apparently on investor concerns over potential fallout from the coming pricing struggle.    ",[],0,0
cnc,train_02_205,3357,0,cnc_train_02_205_3357_0,Passengers stranded as buses go off road,['<ARG1>Passengers stranded</ARG1> <SIG0>as</SIG0> <ARG0>buses go off road</ARG0>'],1,0
NEWS,train41,42,0,intend_our_data_0_042,The combined operations  are designed  to isolate and strangleIraq until it retreats from Kuwait.,"[""The combined <ARG0>operations</ARG0>  are designed  to <ARG1>isolate</ARG1> and strangleIraq until it retreats from Kuwait.""]",1,0
NEWS,train16,17,0,prevent_our_data_0_017,LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to McCaw Cellular Communications.,"[""LIN Broadcasting surged 4 5/8 to 112 5/8; LIN and BellSouth <ARG0>sweetened</ARG0> their merger agreement in an attempt to keep shareholders from <ARG1>tendering</ARG1> their shares to McCaw Cellular Communications.""]",1,0
cnc,train_02_240,1807,0,cnc_train_02_240_1807_0,Two civilians also received gun shot wounds in the firing .,['<ARG1>Two civilians also received gun shot wounds</ARG1> in <ARG0>the firing</ARG0> .'],1,0
