event1,relation,event2,sentence,index,corpus,causal_text_w_pairs,num_rs,doc_id,sent_id,text,eg_id
PersonX lets PersonY have it,intend,show anger,PersonX lets PersonY have it intend show anger,intend_atomic_0_0,cnc,"[""<ARG0>PersonX lets PersonY have it</ARG0> intend <ARG1>show anger</ARG1>""]",0,id,0,PersonX lets PersonY have it intend show anger,0
PersonX plays all night,intend,to be entertained,PersonX plays all night intend to be entertained,intend_atomic_0_0,cnc,"[""<ARG0>PersonX plays all night</ARG0> intend <ARG1>to be entertained</ARG1>""]",0,id,0,PersonX plays all night intend to be entertained,0
PersonX catches off guard,intend,to sneak up on x,PersonX catches off guard intend to sneak up on x,intend_atomic_0_0,cnc,"[""<ARG0>PersonX catches off guard</ARG0> intend <ARG1>to sneak up on x</ARG1>""]",0,id,0,PersonX catches off guard intend to sneak up on x,0
PersonX cuts PersonY's hair herself,intend,to check out the work,PersonX cuts PersonY's hair herself intend to check out the work,intend_atomic_0_0,cnc,"[""PersonX cuts PersonY s hair herself intend <ARG1>to check out the work</ARG1>""]",0,id,0,PersonX cuts PersonY's hair herself intend to check out the work,0
PersonX rests ___ on PersonY's chest,intend,to sleep,PersonX rests ___ on PersonY's chest intend to sleep,intend_atomic_0_0,cnc,"[""PersonX rests ___ on PersonY s chest intend <ARG1>to sleep</ARG1>""]",0,id,0,PersonX rests  on PersonY's chest intend to sleep,0
PersonX begins work,intend,to go home early,PersonX begins work intend to go home early,intend_atomic_0_0,cnc,"[""<ARG0>PersonX begins work</ARG0> intend <ARG1>to go home early</ARG1>""]",0,id,0,PersonX begins work intend to go home early,0
PersonX loads ___ into the car,intend,to drive to the gym.,PersonX loads ___ into the car intend to drive to the gym.,intend_atomic_0_0,cnc,"[""<ARG0>PersonX loads ___ into the car</ARG0> intend <ARG1>to drive to the gym.</ARG1>""]",0,id,0,PersonX loads  into the car intend to drive to the gym.,0
PersonX stops working one day,intend,make up the work,PersonX stops working one day intend make up the work,intend_atomic_0_0,cnc,"[""<ARG0>PersonX stops working one day</ARG0> intend <ARG1>make up the work</ARG1>""]",0,id,0,PersonX stops working one day intend make up the work,0
PersonX hires a lawyer,intend,to win a case,PersonX hires a lawyer intend to win a case,intend_atomic_0_0,cnc,"[""<ARG0>PersonX hires a lawyer</ARG0> intend <ARG1>to win a case</ARG1>""]",0,id,0,PersonX hires a lawyer intend to win a case,0
PersonX feels like forever,intend,To take a break,PersonX feels like forever intend To take a break,intend_atomic_0_0,cnc,"[""<ARG0>PersonX feels like forever</ARG0> intend <ARG1>To take a break</ARG1>""]",0,id,0,PersonX feels like forever intend To take a break,0
PersonX raises PersonY's level,intend,to help them more,PersonX raises PersonY's level intend to help them more,intend_atomic_0_0,cnc,"[""PersonX raises PersonY s level intend <ARG1>to help them more</ARG1>""]",0,id,0,PersonX raises PersonY's level intend to help them more,0
PersonX walks well,intend,to sit up,PersonX walks well intend to sit up,intend_atomic_0_0,cnc,"[""<ARG0>PersonX walks well</ARG0> intend <ARG1>to sit up</ARG1>""]",0,id,0,PersonX walks well intend to sit up,0
PersonX digs PersonY's nails,intend,file the nails,PersonX digs PersonY's nails intend file the nails,intend_atomic_0_0,cnc,"[""PersonX digs PersonY s nails intend <ARG1>file the nails</ARG1>""]",0,id,0,PersonX digs PersonY's nails intend file the nails,0
PersonX plays baseball with PersonX's friends,intend,pitch ball,PersonX plays baseball with PersonX's friends intend pitch ball,intend_atomic_0_0,cnc,"[""PersonX plays baseball with PersonX s friends intend <ARG1>pitch ball</ARG1>""]",0,id,0,PersonX plays baseball with PersonX's friends intend pitch ball,0
PersonX breathes hard,intend,to catch their breath,PersonX breathes hard intend to catch their breath,intend_atomic_0_0,cnc,"[""<ARG0>PersonX breathes hard</ARG0> intend <ARG1>to catch their breath</ARG1>""]",0,id,0,PersonX breathes hard intend to catch their breath,0
PersonX visits from nyc,intend,to make an appearance,PersonX visits from nyc intend to make an appearance,intend_atomic_0_0,cnc,"[""<ARG0>PersonX visits from nyc</ARG0> intend <ARG1>to make an appearance</ARG1>""]",0,id,0,PersonX visits from nyc intend to make an appearance,0
PersonX sacrifices one 's ___,intend,to purify his soul and person,PersonX sacrifices one 's ___ intend to purify his soul and person,intend_atomic_0_0,cnc,"[""PersonX sacrifices one  s ___ intend <ARG1>to purify his soul and person</ARG1>""]",0,id,0,PersonX sacrifices one 's  intend to purify his soul and person,0
PersonX pushes PersonY's ___ far,intend,to think more about what he told person y,PersonX pushes PersonY's ___ far intend to think more about what he told person y,intend_atomic_0_0,cnc,"[""PersonX pushes PersonY s ___ far intend <ARG1>to think more about what he told person y</ARG1>""]",0,id,0,PersonX pushes PersonY's  far intend to think more about what he told person y,0
PersonX runs 5 miles,intend,eat a snack,PersonX runs 5 miles intend eat a snack,intend_atomic_0_0,cnc,"[""<ARG0>PersonX runs 5 miles</ARG0> intend <ARG1>eat a snack</ARG1>""]",0,id,0,PersonX runs 5 miles intend eat a snack,0
PersonX means PersonY harm,intend,to be mean,PersonX means PersonY harm intend to be mean,intend_atomic_0_0,cnc,"[""<ARG0>PersonX means PersonY harm</ARG0> intend <ARG1>to be mean</ARG1>""]",0,id,0,PersonX means PersonY harm intend to be mean,0
PersonX plays PersonY ___ in the future,intend,the person future  was pright,PersonX plays PersonY ___ in the future intend the person future  was pright,intend_atomic_0_0,cnc,"[""<ARG0>PersonX plays PersonY ___ in the future</ARG0> intend <ARG1>the person future  was pright</ARG1>""]",0,id,0,PersonX plays PersonY  in the future intend the person future  was pright,0
PersonX satisfies PersonX's needs,intend,to be happy,PersonX satisfies PersonX's needs intend to be happy,intend_atomic_0_0,cnc,"[""PersonX satisfies PersonX s needs intend <ARG1>to be happy</ARG1>""]",0,id,0,PersonX satisfies PersonX's needs intend to be happy,0
PersonX immediately took ___,intend,to show off,PersonX immediately took ___ intend to show off,intend_atomic_0_0,cnc,"[""<ARG0>PersonX immediately took ___</ARG0> intend <ARG1>to show off</ARG1>""]",0,id,0,PersonX immediately took  intend to show off,0
PersonX turns ___ away,intend,to wonder what PersonX is thinking,PersonX turns ___ away intend to wonder what PersonX is thinking,intend_atomic_0_0,cnc,"[""<ARG0>PersonX turns ___ away</ARG0> intend <ARG1>to wonder what PersonX is thinking</ARG1>""]",0,id,0,PersonX turns  away intend to wonder what PersonX is thinking,0
PersonX kills the goose that lays the golden eggs,intend,put up a reward for capture of person x,PersonX kills the goose that lays the golden eggs intend put up a reward for capture of person x,intend_atomic_0_0,cnc,"[""<ARG0>PersonX kills the goose that lays the golden eggs</ARG0> intend <ARG1>put up a reward for capture of person x</ARG1>""]",0,id,0,PersonX kills the goose that lays the golden eggs intend put up a reward for capture of person x,0
PersonX pays ___ to one,intend,to accept money,PersonX pays ___ to one intend to accept money,intend_atomic_0_0,cnc,"[""<ARG0>PersonX pays ___ to one</ARG0> intend <ARG1>to accept money</ARG1>""]",0,id,0,PersonX pays  to one intend to accept money,0
PersonX breaks PersonX's duck,intend,to remain unfound,PersonX breaks PersonX's duck intend to remain unfound,intend_atomic_0_0,cnc,"[""PersonX breaks PersonX s duck intend <ARG1>to remain unfound</ARG1>""]",0,id,0,PersonX breaks PersonX's duck intend to remain unfound,0
PersonX hits a wall,intend,to continue hitting,PersonX hits a wall intend to continue hitting,intend_atomic_0_0,cnc,"[""<ARG0>PersonX hits a wall</ARG0> intend <ARG1>to continue hitting</ARG1>""]",0,id,0,PersonX hits a wall intend to continue hitting,0
PersonX includes this book 's ___,intend,shelf the book,PersonX includes this book 's ___ intend shelf the book,intend_atomic_0_0,cnc,"[""PersonX includes this book  s ___ intend <ARG1>shelf the book</ARG1>""]",0,id,0,PersonX includes this book 's  intend shelf the book,0
PersonX wears contacts,intend,to drive their car,PersonX wears contacts intend to drive their car,intend_atomic_0_0,cnc,"[""<ARG0>PersonX wears contacts</ARG0> intend <ARG1>to drive their car</ARG1>""]",0,id,0,PersonX wears contacts intend to drive their car,0
PersonX delivers PersonY from evil,intend,Unhappy,PersonX delivers PersonY from evil intend Unhappy,intend_atomic_0_0,cnc,"[""<ARG0>PersonX delivers PersonY from evil</ARG0> intend <ARG1>Unhappy</ARG1>""]",0,id,0,PersonX delivers PersonY from evil intend Unhappy,0
PersonX keeps PersonY still,intend,go home,PersonX keeps PersonY still intend go home,intend_atomic_0_0,cnc,"[""<ARG0>PersonX keeps PersonY still</ARG0> intend <ARG1>go home</ARG1>""]",0,id,0,PersonX keeps PersonY still intend go home,0
PersonX does well for oneself,intend,to get a promotion,PersonX does well for oneself intend to get a promotion,intend_atomic_0_0,cnc,"[""<ARG0>PersonX does well for oneself</ARG0> intend <ARG1>to get a promotion</ARG1>""]",0,id,0,PersonX does well for oneself intend to get a promotion,0
PersonX loves PersonY anyway,intend,to thank PersonX,PersonX loves PersonY anyway intend to thank PersonX,intend_atomic_0_0,cnc,"[""<ARG0>PersonX loves PersonY anyway</ARG0> intend <ARG1>to thank PersonX</ARG1>""]",0,id,0,PersonX loves PersonY anyway intend to thank PersonX,0
PersonX never returned ___,intend,not to be alone,PersonX never returned ___ intend not to be alone,intend_atomic_0_0,cnc,"[""<ARG0>PersonX never returned ___</ARG0> intend <ARG1>not to be alone</ARG1>""]",0,id,0,PersonX never returned  intend not to be alone,0
PersonX makes the track team,intend,to meet everyone in the team,PersonX makes the track team intend to meet everyone in the team,intend_atomic_0_0,cnc,"[""<ARG0>PersonX makes the track team</ARG0> intend <ARG1>to meet everyone in the team</ARG1>""]",0,id,0,PersonX makes the track team intend to meet everyone in the team,0
PersonX takes the fifth,intend,to take PersonX to the cell,PersonX takes the fifth intend to take PersonX to the cell,intend_atomic_0_0,cnc,"[""<ARG0>PersonX takes the fifth</ARG0> intend <ARG1>to take PersonX to the cell</ARG1>""]",0,id,0,PersonX takes the fifth intend to take PersonX to the cell,0
PersonX expresses PersonY's ___ clearly,intend,to be understanding,PersonX expresses PersonY's ___ clearly intend to be understanding,intend_atomic_0_0,cnc,"[""PersonX expresses PersonY s ___ clearly intend <ARG1>to be understanding</ARG1>""]",0,id,0,PersonX expresses PersonY's  clearly intend to be understanding,0
PersonX dresses to go back out to eat,intend,not feel hungry,PersonX dresses to go back out to eat intend not feel hungry,intend_atomic_0_0,cnc,"[""<ARG0>PersonX dresses to go back out to eat</ARG0> intend <ARG1>not feel hungry</ARG1>""]",0,id,0,PersonX dresses to go back out to eat intend not feel hungry,0
PersonX loses hope,intend,to kill himself,PersonX loses hope intend to kill himself,intend_atomic_0_0,cnc,"[""<ARG0>PersonX loses hope</ARG0> intend <ARG1>to kill himself</ARG1>""]",0,id,0,PersonX loses hope intend to kill himself,0
PersonX has PersonX's birthday party,intend,to celebrate another year of life,PersonX has PersonX's birthday party intend to celebrate another year of life,intend_atomic_0_0,cnc,"[""PersonX has PersonX s birthday party intend <ARG1>to celebrate another year of life</ARG1>""]",0,id,0,PersonX has PersonX's birthday party intend to celebrate another year of life,0
PersonX develops another ___,intend,for it to be good,PersonX develops another ___ intend for it to be good,intend_atomic_0_0,cnc,"[""<ARG0>PersonX develops another ___</ARG0> intend <ARG1>for it to be good</ARG1>""]",0,id,0,PersonX develops another  intend for it to be good,0
PersonX identifies ___ at risk,intend,to work with PersonX,PersonX identifies ___ at risk intend to work with PersonX,intend_atomic_0_0,cnc,"[""<ARG0>PersonX identifies ___ at risk</ARG0> intend <ARG1>to work with PersonX</ARG1>""]",0,id,0,PersonX identifies  at risk intend to work with PersonX,0
PersonX brings PersonY with PersonZ,intend,mixed emotions,PersonX brings PersonY with PersonZ intend mixed emotions,intend_atomic_0_0,cnc,"[""<ARG0>PersonX brings PersonY with PersonZ</ARG0> intend <ARG1>mixed emotions</ARG1>""]",0,id,0,PersonX brings PersonY with PersonZ intend mixed emotions,0
PersonX stops PersonY's car,intend,to avoid crash,PersonX stops PersonY's car intend to avoid crash,intend_atomic_0_0,cnc,"[""PersonX stops PersonY s car intend <ARG1>to avoid crash</ARG1>""]",0,id,0,PersonX stops PersonY's car intend to avoid crash,0
PersonX loses hope,intend,Give up on life.,PersonX loses hope intend Give up on life.,intend_atomic_0_0,cnc,"[""<ARG0>PersonX loses hope</ARG0> intend <ARG1>Give up on life.</ARG1>""]",0,id,0,PersonX loses hope intend Give up on life.,0
PersonX starts to study,intend,to give him a test,PersonX starts to study intend to give him a test,intend_atomic_0_0,cnc,"[""<ARG0>PersonX starts to study</ARG0> intend <ARG1>to give him a test</ARG1>""]",0,id,0,PersonX starts to study intend to give him a test,0
PersonX throws the ___ into confusion,intend,to try to help,PersonX throws the ___ into confusion intend to try to help,intend_atomic_0_0,cnc,"[""<ARG0>PersonX throws the ___ into confusion</ARG0> intend <ARG1>to try to help</ARG1>""]",0,id,0,PersonX throws the  into confusion intend to try to help,0
PersonX builds PersonX's houses,intend,to live in them,PersonX builds PersonX's houses intend to live in them,intend_atomic_0_0,cnc,"[""PersonX builds PersonX s houses intend <ARG1>to live in them</ARG1>""]",0,id,0,PersonX builds PersonX's houses intend to live in them,0
PersonX gives PersonY address,intend,to help him find the route,PersonX gives PersonY address intend to help him find the route,intend_atomic_0_0,cnc,"[""<ARG0>PersonX gives PersonY address</ARG0> intend <ARG1>to help him find the route</ARG1>""]",0,id,0,PersonX gives PersonY address intend to help him find the route,0
PersonX spends extra time,intend,to pass the class,PersonX spends extra time intend to pass the class,intend_atomic_0_0,cnc,"[""<ARG0>PersonX spends extra time</ARG0> intend <ARG1>to pass the class</ARG1>""]",0,id,0,PersonX spends extra time intend to pass the class,0
PersonX bites PersonY's head off,intend,to tell PersonY not to ever repeat what they did,PersonX bites PersonY's head off intend to tell PersonY not to ever repeat what they did,intend_atomic_0_0,cnc,"[""PersonX bites PersonY s head off intend <ARG1>to tell PersonY not to ever repeat what they did</ARG1>""]",0,id,0,PersonX bites PersonY's head off intend to tell PersonY not to ever repeat what they did,0
