corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Max_Similarity,Relation
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced that it will be introducing new initiatives to promote renewable energy sources and reduce dependence on fossil fuels.,"[""The government has also announced that it will be introducing new <ARG0>initiatives</ARG0> to <ARG1>promote</ARG1> renewable energy sources and reduce dependence on fossil fuels.""]",0.0,Environmental Policy Change,Initiative to Promote Renewable Energy Sources,enable,enable,Environmental Policy Change enable Initiative to Promote Renewable Energy Sources,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has taken steps to prevent the spread of corruption by introducing new laws and regulations.,"[""The government has taken steps to prevent the spread of <ARG1>Corruption</ARG1> by introducing new <ARG0>Laws</ARG0> and regulations.""]",0.0,Natural Disaster,Government Action,prevent,prevent,Natural Disaster prevent Government Action,,
cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has announced a new initiative to promote gender equality in the workplace.,"[""The Canadian government has announced a new <ARG0>initiative</ARG0> to promote gender <ARG1>equality</ARG1> in the workplace.""]",0.0,Government Initiative,Social Change,enable,enable,Government Initiative enable Social Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The USB-IF facilitates the development of high-quality compatible USB devices through its logo and compliance program, and promotes the benefits of USB and the quality of products that have passed compliance testing.","[""The <ARG0>USB-IF</ARG0> facilitates the development of high-quality compatible USB devices through its logo and <ARG1>compliance</ARG1> program, and promotes the benefits of USB and the quality of products that have passed <ARG1>compliance</ARG1> testing.""]",0.0,Product Certification,Quality Control,enable,enable,Product Certification enable Quality Control,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States and its allies have imposed a trade embargo on Iraq to prevent Saddam Hussein from acquiring weapons of mass destruction.,"[""The United States and its allies have imposed a <ARG0>trade</ARG0> embargo on Iraq to prevent Saddam Hussein from <ARG1>acquiring</ARG1> weapons of mass destruction.""]",0.0,Economic Sanction,Weapons Proliferation,prevent,prevent,Economic Sanction prevent Weapons Proliferation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of measures to prevent the spread of cybercrime.,"[""The government has implemented a series of <ARG0>Measures</ARG0> to prevent the spread of <ARG1>Cybercrime</ARG1>.""]",0.0,Natural Disaster,Government Initiative,prevent,prevent,Natural Disaster prevent Government Initiative,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the spread of misinformation, including increased fact-checking and increased penalties for those who spread false information.","[""The government has implemented a series of <ARG0>measures</ARG0> to prevent the spread of <ARG1>misinformation</ARG1>, including increased fact-checking and increased penalties for those who spread false information.""]",0.0,Government Regulation,Combating Misinformation,prevent,prevent,Government Regulation prevent Combating Misinformation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an embargo on certain countries in an effort to prevent the spread of human trafficking.,"[""The United Nations has imposed an <ARG0>Embargo</ARG0> on certain countries in an effort to prevent the spread of human <ARG1>Trafficking</ARG1>.""]",0.0,Economic Sanction,Human Trafficking Prevention,prevent,prevent,Economic Sanction prevent Human Trafficking Prevention,,
cnc,1.0,1.0,0.0,enable_1_1_0,The government has also announced that it will be investing in infrastructure projects to improve transportation and communication networks.,"[""The government has also announced that it will be <ARG0>investing</ARG0> in infrastructure projects to <ARG1>improve</ARG1> transportation and communication networks.""]",0.0,Natural Disaster,Infrastructure Development,enable,enable,Natural Disaster enable Infrastructure Development,,
cnc,1.0,1.0,0.0,enable_1_1_0,"Over 700 financial institutions use Temenos SaaS such as Al Ain Finance, Alpian, Flowbank, Flowe, Itau, Orange Bank and they will now benefit from all the new rich features of The Temenos Banking Cloud.","[""Over 700 financial institutions use Temenos <ARG0>SaaS</ARG0> such as Al Ain Finance, Alpian, Flowbank, Flowe, Itau, Orange Bank and they will now benefit from all the new rich features of The Temenos Banking <ARG1>cloud</ARG1>.""]",0.0,SaaS Adoption,Cloud Computing Implementation,enable,enable,SaaS Adoption enable Cloud Computing Implementation,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed economic sanctions on a country in an effort to prevent it from supporting human rights abuses.,"[""The United Nations has imposed economic <ARG0>Sanctions</ARG0> on a country in an effort to prevent it from <ARG1>supporting</ARG1> human rights abuses.""]",0.0,Natural Disaster,International Intervention,prevent,prevent,Natural Disaster prevent International Intervention,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"These laws are designed to protect vulnerable groups from discrimination and to ensure that everyone is treated equally., ,The government has implemented a series of policies to prevent the exploitation of workers.","[""These <ARG0>laws</ARG0> are designed to protect vulnerable groups from <ARG1>discrimination</ARG1> and to ensure that everyone is treated equally., ,The government has implemented a series of policies to prevent the exploitation of workers.""]",0.0,Labor Protection Policy,Anti-Discrimination Policy,prevent,prevent,Labor Protection Policy prevent Anti-Discrimination Policy,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on Syria in an effort to prevent the country from developing chemical weapons.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Syria in an effort to prevent the country from <ARG1>Developing</ARG1> chemical weapons.""]",0.0,Economic Sanction,Weapons Development,prevent,prevent,Economic Sanction prevent Weapons Development,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"Morocco recently eased restrictions imposed to control the spread of the coronavirus, shortening a night-time curfew, but a long-standing state of emergency over the health crisis has been extended until June 10.","[""Morocco recently eased <ARG0>restrictions</ARG0> imposed to control the spread of the <ARG1>coronavirus</ARG1>, shortening a night-time curfew, but a long-standing state of emergency over the health crisis has been extended until June 10.""]",0.0,Natural Disaster,Lifting of Restrictions,prevent,prevent,Natural Disaster prevent Lifting of Restrictions,,
cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution calling for an end to the violence in Syria.,"[""The United Nations has passed a <ARG0>resolution</ARG0> calling for an <ARG1>end</ARG1> to the violence in Syria.""]",0.0,International Intervention,Conflict Resolution,enable,enable,International Intervention enable Conflict Resolution,,
cnc,1.0,1.0,0.0,enable_1_1_0,"""We are thrilled that the investment is approved and eager to leverage Kymeta's expertise in hybrid satellite and cellular connectivity solutions,"" said Youn Chul Kim, CEO of HSC.","[""We are thrilled that the <ARG0>investment</ARG0> is approved and eager to leverage Kymeta s expertise in hybrid satellite and cellular <ARG1>connectivity</ARG1> solutions,  said Youn Chul Kim, CEO of HSC.""]",0.0,Investment Decision,Technology Collaboration,enable,enable,Investment Decision enable Technology Collaboration,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed economic sanctions on Venezuela in an effort to prevent the country from destabilizing the region.,"[""The United States has imposed economic <ARG0>Sanctions</ARG0> on Venezuela in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",0.0,Economic Sanctions,Regional Destabilization,prevent,prevent,Economic Sanctions prevent Regional Destabilization,,
cnc,1.0,1.0,0.0,prevent_1_1_0,But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.,"[""But even continued military success carries political anddiplomatic risks for President Bush and the U.S. The alliedrejection of the last-minute Soviet-led diplomatic <ARG0>effort</ARG0> to avoid the ground <ARG1>war</ARG1> enabled Mr. Bush to seize the initiativefrom an Iraq seemingly bent on dictating peace terms.""]",0.0,Diplomatic Effort,Ground War,prevent,prevent,Diplomatic Effort prevent Ground War,,
cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the spread of hate speech, including increased monitoring of online activity and increased penalties for those who engage in hate speech.","[""The government has implemented a series of measures to prevent the spread of <ARG1>Hate Speech</ARG1>, including increased <ARG0>Monitoring</ARG0> of online activity and increased penalties for those who engage in <ARG1>Hate Speech</ARG1>.""]",0.0,Government Action,Social Issues,prevent,prevent,Government Action prevent Social Issues,,
cnc,1.0,1.0,0.0,enable_1_1_0,The European Union has agreed to a new trade agreement that will reduce tariffs and other trade barriers between member countries.,"[""The European Union has agreed to a new trade <ARG0>agreement</ARG0> that will <ARG1>reduce</ARG1> tariffs and other trade barriers between member countries.""]",0.0,Natural Disaster,Trade Agreement,enable,enable,Natural Disaster enable Trade Agreement,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to protect the public from fraudulent activities.,"[""The government has implemented a series of <ARG0>Laws</ARG0> to protect the public from <ARG1>Fraudulent Activities</ARG1>.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,prevent_1_1_0,The government has implemented a series of laws to prevent the sale of stolen goods.,"[""The government has implemented a series of <ARG0>laws</ARG0> to prevent the <ARG1>Sale</ARG1> of stolen goods.""]",0.0,Natural Disaster,Regulatory Change,prevent,prevent,Natural Disaster prevent Regulatory Change,,
cnc,1.0,1.0,0.0,enable_1_1_0,The U.S. Senate yesterday approved a bill that would impose a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty.,"[""The U.S. Senate yesterday <ARG0>approved a bill</ARG0> that would <ARG1>impose</ARG1> a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty.""]",0.0,Legislation Passed,Trade Restriction,enable,enable,Legislation Passed enable Trade Restriction,,
cnc,1.0,1.0,0.0,enable_1_1_0,"The Canadian government has announced a new program to help low-income families with the cost of childcare, providing up to $500 per month in assistance for those who qualify.","[""The Canadian government has announced a new <ARG0>program</ARG0> to <ARG1>help</ARG1> low-income families with the cost of childcare, providing up to $500 per month in assistance for those who qualify.""]",0.0,Social Welfare Policy Change,Financial Assistance Program,enable,enable,Social Welfare Policy Change enable Financial Assistance Program,,
