corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,event0,event1,label,triplets
NEWS,train231,232,0,cause_our_data_0_0232,"Profit climbed to $98 million from $71 million in the petroleum segment, as Du Pont's Conoco Inc. oil company was helped by crude oil prices higher than a year ago and by higher natural gas prices and volume.    ","[""Profit <ARG1>climbed</ARG1> to $98 million from $71 million in the petroleum segment, as Du Ponts Conoco Inc. oil company was <ARG0>helped</ARG0> by crude oil prices higher than a year ago and by higher natural gas prices and volume.""]",1,helped,climbed,cause,<triplet> helped <subj> climbed <obj> cause
NEWS,train146,147,0,cause_our_data_0_0147,"According to the filing, Hewlett-Packard acquired 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase agreement. ","[""According to the filing, Hewlett-Packard <ARG1>acquired</ARG1> 730,070 common shares from Octel as a result of an Aug. 10, 1988, stock purchase <ARG0>agreement</ARG0>.""]",1,agreement,acquired,cause,<triplet> agreement <subj> acquired <obj> cause
AFPNEWS,train64,65,0,enable_our_data_0_065,"""We are focusing on creating a large, sustainable ecosystem where our o9 global organization will serve as an enabler of a much larger pool of skills and capabilities across partners, both consulting and technology.","[""We are focusing on creating a large, sustainable ecosystem where our o9 global <ARG0>organization</ARG0> will <SIG0>serve</SIG0> as an enabler of a much larger pool of skills and capabilities across <ARG1>partners</ARG1>, both consulting and technology.""]",1,organization,partners,enable,<triplet> organization <subj> partners <obj> enable
NEWS,train165,166,0,0_our_data_0_0166,The semiconductor concern said the interruption in shipment of its 80486 computer chip will be brief and have little impact on the company's earnings.,[],0,computer,in,0,<triplet> computer <subj> in <obj> 0
AFPNEWS,train122,123,0,prevent_our_data_0_0123,"Aftershocks from the Mount Nyiragongo volcano in eastern DR Congo rattled the nearby city of Goma on Wednesday, four days after its eruption, badly damaging several buildings and prevented hundreds of residents from  fleeing and the UN to relocate some of its staff.","[""<ARG0>aftershocks</ARG0> from the Mount Nyiragongo volcano in eastern DR Congo <SIG0>rattle</SIG0>d the nearby city of Goma on Wednesday, four days after its eruption, badly damaging several buildings and prevented hundreds of <ARG1>residents</ARG1> from  fleeing and the UN to relocate some of its staff.""]",1,aftershocks,residents,prevent,<triplet> aftershocks <subj> residents <obj> prevent
NEWS,train26,27,0,0_our_data_0_027,"The company said it estimates the Desert Inn remodeling will cost about $32 million, and the refurbishment of the three DC-8-62 aircraft, made by McDonnell Douglas Corp., will cost around $24.5 million.    ",[],0,Inn,and,0,<triplet> Inn <subj> and <obj> 0
NEWS,train331,332,0,cause_our_data_0_0332,"Alabama issued a warning to drivers Thursday night, urging them to stay off icy roads as driving conditions were "" becoming dangerous "" with numerous accidents reported.","[""Alabama issued a warning to drivers Thursday night, <ARG1>urging</ARG1> them to stay off icy roads as driving conditions were  <ARG0>becoming</ARG0> dangerous  with numerous accidents reported.""]",1,becoming,urging,cause,<triplet> becoming <subj> urging <obj> cause
NEWS,train97,98,0,cause_our_data_0_098,"In addition, operating results were hit by an increase in loan and real estate loss reserves.    ","[""In addition, operating results were <ARG1>hit</ARG1> by an <ARG0>increase</ARG0> in loan and real estate loss reserves.""]",1,increase,hit,cause,<triplet> increase <subj> hit <obj> cause
NEWS,train39,40,0,intend_our_data_0_040,"Pentagon sources in Washington meanwhile said the Bushadministration plans  to deploy 45,000 Marines to the region to backup the thousands of Army, Navy and Air Force troops already inplace in the gulf and the Saudi desert.   ","[""Pentagon sources in Washington meanwhile said the Bushadministration plans  to <ARG0>deploy</ARG0> 45,000 Marines to the region to <ARG1>back</ARG1>up the thousands of Army, Navy and Air Force troops already inplace in the gulf and the Saudi desert.""]",1,deploy,back,intend,<triplet> deploy <subj> back <obj> intend
NEWS,train284,285,0,enable_our_data_0_0285,"Canada's largest department store operator said the rights offering will entitle holders of its ordinary shares, except residents in the U.S. and Britain, to subscribe for two additional shares for every five shares held at a price of C$31.25 a share. ","[""Canadas largest department store operator said the rights <ARG0>offering</ARG0> will entitle holders of its ordinary shares, except residents in the U.S. and Britain, to <ARG1>subscribe</ARG1> for two additional shares for every five shares held at a price of C$31.25 a share.""]",1,offering,subscribe,enable,<triplet> offering <subj> subscribe <obj> enable
NEWS,train75,76,0,cause_our_data_0_076,"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. ","[""Though Mr. Packer has since <ARG0>sold</ARG0> his stake, Courtaulds is moving to keep its institutional shareholders <ARG1>happy</ARG1>.""]",1,sold,happy,cause,<triplet> sold <subj> happy <obj> cause
AFPNEWS,train28,29,0,enable_our_data_0_029,"Switzerland will re-open indoor restaurants and people will no longer be required to work from home, the government announced Wednesday, saying it was lifting Covid restrictions faster than previously planned.","[""Switzerland will <ARG1>re-open</ARG1> indoor restaurants and people will no longer be required to work from home, the government announced Wednesday, saying it was <SIG0>lift</SIG0>ing Covid <ARG0>restrictions</ARG0> faster than previously planned.""]",1,restrictions,re-open,enable,<triplet> restrictions <subj> re-open <obj> enable
NEWS,train112,113,0,0_our_data_0_0113,The company had a one-time charge of $14.8 million in the latest quarter covering the disposition of certain assets.,[],0,assets.,of,0,<triplet> assets. <subj> of <obj> 0
NEWS,train265,266,0,cause_our_data_0_0266,"A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was affected by the political implications of Mr. Lawson's departure and Mrs. Thatcher's cabinet shuffle.    ","[""A senior dealer with Warburg Securities noted British Gas, the most active blue-chip stock at 20 million shares traded, was <ARG1>affected</ARG1> by the political implications of Mr. Lawsons departure and Mrs. Thatchers cabinet <ARG0>shuffle</ARG0>.""]",1,shuffle,affected,cause,<triplet> shuffle <subj> affected <obj> cause
NEWS,train148,149,0,cause_our_data_0_0149,"In addition, Hewlett-Packard acquired a two-year option to buy an extra 10%, of which half may be sold directly to Hewlett-Packard by Octel. ","[""In addition, Hewlett-Packard <ARG0>acquired</ARG0> a two-year option to <ARG1>buy</ARG1> an extra 10%, of which half may be sold directly to Hewlett-Packard by Octel.""]",1,acquired,buy,cause,<triplet> acquired <subj> buy <obj> cause
NEWS,train238,239,0,cause_our_data_0_0239,President Bush implied as much yesterday when reporters asked whether the interdiction would apply to food.,"[""President Bush <ARG1>implied</ARG1> as much yesterday when reporters <ARG0>asked</ARG0> whether the interdiction would apply to food.""]",1,asked,implied,cause,<triplet> asked <subj> implied <obj> cause
NEWS,train277,278,0,cause_our_data_0_0278,"But, he observes, while makers suffer losses when program trading drags the market down, they also make money when program trading pushes the prices higher. ","[""But, he observes, while makers <ARG1>suffer</ARG1> losses when program trading <ARG0>drags</ARG0> the market down, they also make money when program trading pushes the prices higher.""]",1,drags,suffer,cause,<triplet> drags <subj> suffer <obj> cause
NEWS,train53,54,0,intend_our_data_0_054,"Mr. Drabinsky, who would have had the right to vote those shares for two years, said the purchase, subsequently rejected by regulators, was aimed at consolidating his control of the company. ","[""Mr. Drabinsky, who would have had the right to vote those shares for two years, said the <ARG0>purchase</ARG0>, subsequently rejected by regulators, was aimed at <ARG1>consolidating</ARG1> his control of the company.""]",1,purchase,consolidating,intend,<triplet> purchase <subj> consolidating <obj> intend
NEWS,train16,17,0,0_our_data_0_017,"While Westinghouse hasn't had a nuclear power plant order from a U.S. utility in about a decade, excess capacity is beginning to shrink. ",[],0,excess,is,0,<triplet> excess <subj> is <obj> 0
AFPNEWS,train90,91,0,enable_our_data_0_091,"The company's confidence in its VzLinux distro has led to an in-house conversion of more than 200+ CentOS servers, ensuring Virtuozzo's infrastructure is future-proofed well beyond December 2021 when CentOS is slated for end-of-life.","[""The companys confidence in its <ARG0>VzLinux</ARG0> distro has led to an in-house conversion of more than 200+ CentOS servers, ensuring Virtuozzos infrastructure is <ARG1>future-proofed</ARG1> well beyond December 2021 when CentOS is slated for end-of-life.""]",1,VzLinux,future-proofed,enable,<triplet> VzLinux <subj> future-proofed <obj> enable
NEWS,train40,41,0,0_our_data_0_041,Guber/Peters has been locked in litigation with Warner Communications Inc. in an attempt to get out of an exclusive production contract with Warner.,[],0,to,attempt,0,<triplet> to <subj> attempt <obj> 0
NEWS,train299,300,0,cause_our_data_0_0300,"While a prisoner, Maria witnessed a sickening trade in human life and recalls how young girls were drugged, forced into prostitution and then murdered.","[""While a prisoner, Maria <ARG0>witnessed</ARG0> a sickening trade in human life and recalls how young girls were drugged, forced into prostitution and then <ARG1>murdered</ARG1>.""]",1,witnessed,murdered,cause,<triplet> witnessed <subj> murdered <obj> cause
NEWS,train20,21,0,0_our_data_0_021,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. ",[],0,some,at,0,<triplet> some <subj> at <obj> 0
NEWS,train339,340,0,cause_our_data_0_0340,"The series "" Valley of the Wolves "" first aired in 2003 on Turkish television, followed by a 2006 movie of the same name that stirred controversy with its portrayal of American soldiers in Iraq and what some described as thinly-veiled anti-Semitism.","[""The series  Valley of the Wolves  first <ARG0>aired</ARG0> in 2003 on Turkish television, followed by a 2006 movie of the same name that stirred controversy with its portrayal of American soldiers in Iraq and what some <ARG1>described</ARG1> as thinly-veiled anti-Semitism.""]",1,aired,described,cause,<triplet> aired <subj> described <obj> cause
NEWS,train230,231,0,cause_our_data_0_0231,"The company benefited from continued strong demand and higher selling prices for titanium dioxide, a white pigment used in paints, paper and plastics.    ","[""The company <ARG1>benefited</ARG1> from continued strong <ARG0>demand</ARG0> and higher selling prices for titanium dioxide, a white pigment used in paints, paper and plastics.""]",1,demand,benefited,cause,<triplet> demand <subj> benefited <obj> cause
