,corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs,Event1_Type,Event2_Type,relation,stripped_index,type_relation,Average_Similarity
1119,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has taken steps to prevent the spread of environmental pollution, including introducing new laws to regulate the use of hazardous materials.","[""The government has <ARG0>taken steps</ARG0> to prevent the spread of environmental <ARG1>Pollution</ARG1>, including introducing new laws to regulate the use of hazardous materials.""]",0.0,Natural Disaster,Environmental Policy Change,prevent,prevent,Natural Disaster prevent Environmental Policy Change,
1120,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase the number of public parks and green spaces in an effort to improve air quality.,"[""The government <ARG0>passed</ARG0> a law to increase the number of public parks and green spaces in an effort to <ARG1>improve</ARG1> air quality.""]",0.0,Natural Disaster,Environmental Policy Change,intend,intend,Natural Disaster intend Environmental Policy Change,0.78350675
1121,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution to combat climate change.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to <ARG1>combat</ARG1> climate change.""]",0.0,Natural Disaster,Environmental Policy Change,enable,enable,Natural Disaster enable Environmental Policy Change,
1122,cnc,1.0,1.0,0.0,prevent_1_1_0,The government has passed legislation to prevent companies from exploiting vulnerable populations by taking advantage of their lack of knowledge or resources.,"[""The government has passed <ARG0>legislation</ARG0> to prevent companies from <ARG1>exploiting</ARG1> vulnerable populations by taking advantage of their lack of knowledge or resources.""]",0.0,Regulatory Change,Exploitation of Vulnerable Populations,prevent,prevent,Regulatory Change prevent Exploitation of Vulnerable Populations,
1123,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the spread of corruption, including the introduction of anti-corruption laws and the enforcement of transparency.","[""The government has implemented a series of measures to prevent the spread of <ARG1>corruption</ARG1>, including the introduction of anti-<ARG1>corruption</ARG1> laws and the enforcement of <ARG0>transparency</ARG0>.""]",0.0,Natural Disaster,Government Action Against Corruption,prevent,prevent,Natural Disaster prevent Government Action Against Corruption,
1124,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a no-fly zone over Yemen in an effort to prevent further violence in the region.,"[""The United Nations has imposed a <ARG0>No-fly zone</ARG0> over Yemen in an effort to prevent further <ARG1>Violence</ARG1> in the region.""]",0.0,Military Intervention,Humanitarian Crisis,prevent,prevent,Military Intervention prevent Humanitarian Crisis,
1125,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the country from committing human rights abuses.,"[""The United Nations has imposed an <ARG0>Arms embargo</ARG0> on Sudan in an effort to prevent the country from committing <ARG1>Human rights abuses</ARG1>.""]",0.0,Arms Embargo,Human Rights Abuses,prevent,prevent,Arms Embargo prevent Human Rights Abuses,
1126,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has adopted a new treaty that will require all countries to reduce their emissions of greenhouse gases.,"[""The United Nations has adopted a new <ARG0>treaty</ARG0> that will require all countries to <ARG1>reduce</ARG1> their emissions of greenhouse gases.""]",0.0,Natural Disaster,International Agreement,enable,enable,Natural Disaster enable International Agreement,
1127,cnc,1.0,1.0,0.0,intend_1_1_0,"The government has implemented a new policy to provide tax incentives to businesses that invest in research and development, in an effort to promote innovation and economic growth.","[""The government has <ARG0>implemented</ARG0> a new policy to provide tax incentives to businesses that invest in research and development, in an effort to <ARG1>promote</ARG1> innovation and economic growth.""]",0.0,Government Policy Change,Economic Incentive,intend,intend,Government Policy Change intend Economic Incentive,0.78350675
1128,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase the availability of job training and employment opportunities in an effort to reduce unemployment.,"[""The government <ARG0>passed</ARG0> a law to increase the availability of job training and employment opportunities in an effort to <ARG1>reduce</ARG1> unemployment.""]",0.0,Government Policy Change,Employment and Training Initiative,intend,intend,Government Policy Change intend Employment and Training Initiative,0.78350675
1129,cnc,1.0,1.0,0.0,enable_1_1_0,The Canadian government has implemented a new program to provide free legal aid to low-income individuals.,"[""The Canadian government has <ARG0>implemented</ARG0> a new program to <ARG1>provide free legal aid</ARG1> to low-income individuals.""]",0.0,Government Policy Change,Social Welfare Initiative,enable,enable,Government Policy Change enable Social Welfare Initiative,
1130,cnc,1.0,1.0,0.0,prevent_1_1_0,"The European Commission on Wednesday said it regretted the ""unilateral decision"" by Switzerland to terminate talks on a long-negotiated cooperation agreement.","[""The European Commission on Wednesday said it regretted the  unilateral <ARG0>decision</ARG0>  by Switzerland to terminate talks on a long-negotiated cooperation <ARG1>agreement</ARG1>.""]",0.0,Diplomatic Dispute,Agreement Termination,prevent,prevent,Diplomatic Dispute prevent Agreement Termination,
1131,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has imposed a travel ban on North Korea in an effort to prevent the country from acquiring weapons of mass destruction.,"[""The United Nations has imposed a <ARG0>Travel ban</ARG0> on North Korea in an effort to prevent the country from acquiring <ARG1>Weapons of mass destruction</ARG1>.""]",0.0,Economic Sanction,Weapons Proliferation,prevent,prevent,Economic Sanction prevent Weapons Proliferation,
1132,cnc,1.0,1.0,0.0,prevent_1_1_0,"The government has implemented a series of measures to prevent the rise of extremism, including increased surveillance and increased regulation of hate speech.","[""The government has implemented a series of measures to prevent the rise of <ARG1>Extremism</ARG1>, including increased <ARG0>Surveillance</ARG0> and increased regulation of hate speech.""]",0.0,Natural Disaster,Security Measure,prevent,prevent,Natural Disaster prevent Security Measure,
1133,cnc,1.0,1.0,0.0,cause_1_1_0,"Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million loss from discontinued operations in the third quarter because of the planned sale.    ","[""Ocean Drilling amp Exploration Co. will sell its contract-drilling business, and took a $50.9 million <ARG1>loss</ARG1> from discontinued operations in the third quarter because of the <ARG0>planned</ARG0> sale.""]",0.0,Contract Drilling Business Sale,Loss from Discontinued Operations,cause,cause,Contract Drilling Business Sale cause Loss from Discontinued Operations,0.7043338
1134,cnc,1.0,1.0,0.0,prevent_1_1_0,"European leaders are now accusing authorities in Minsk of essentially hijacking the passenger flight, and they agreed this week to cut air links with Belarus and told airliners to avoid the country's airspace.","[""European leaders are now accusing authorities in Minsk of essentially hijacking the passenger flight, and they agreed this week to cut air <ARG0>links</ARG0> with Belarus and told airliners to avoid the country s <ARG1>airspace</ARG1>.""]",0.0,Political Conflict,Aviation Security Measure,prevent,prevent,Political Conflict prevent Aviation Security Measure,
1135,cnc,1.0,1.0,0.0,intend_1_1_0,The United Nations Security Council imposed economic sanctions on North Korea in an effort to curb its nuclear weapons program.,"[""The United Nations Security Council <ARG0>imposed</ARG0> economic sanctions on North Korea in an effort to <ARG1>curb</ARG1> its nuclear weapons program.""]",0.0,Economic Sanctions,Nuclear Weapons Program,intend,intend,Economic Sanctions intend Nuclear Weapons Program,0.78350675
1136,cnc,1.0,1.0,0.0,enable_1_1_0,The U.S. Senate yesterday approved a bill that would impose a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty.,"[""The U.S. Senate yesterday approved a <ARG0>bill</ARG0> that would impose a three-year <ARG1>moratorium</ARG1> on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty.""]",0.0,Natural Disaster,Government Policy Change,enable,enable,Natural Disaster enable Government Policy Change,
1137,cnc,1.0,1.0,0.0,intend_1_1_0,The European Union has implemented a new policy to reduce carbon emissions in an effort to combat climate change.,"[""The European Union has <ARG0>implemented</ARG0> a new policy to <ARG1>reduce</ARG1> carbon emissions in an effort to combat climate change.""]",0.0,Government Policy Change,Environmental Policy Change,intend,intend,Government Policy Change intend Environmental Policy Change,0.78350675
1138,cnc,1.0,1.0,0.0,intend_1_1_0,"The government passed a law to increase the number of environmental protection regulations, in an effort to reduce pollution.","[""The government <ARG0>passed</ARG0> a law to <ARG1>increase</ARG1> the number of environmental protection regulations, in an effort to reduce pollution.""]",0.0,Government Passes New Legislation,Environmental Protection Regulation Increase,intend,intend,Government Passes New Legislation intend Environmental Protection Regulation Increase,0.78350675
1139,cnc,1.0,1.0,0.0,enable_1_1_0,The United Nations has passed a resolution condemning human rights abuses in North Korea.,"[""The United Nations has passed a <ARG0>resolution</ARG0> <ARG1>condemning</ARG1> human rights abuses in North Korea.""]",0.0,International Diplomatic Action,Human Rights Violation,enable,enable,International Diplomatic Action enable Human Rights Violation,
1140,cnc,1.0,1.0,0.0,prevent_1_1_0,The United Nations has passed a resolution to prevent the spread of nuclear weapons.,"[""The United Nations has passed a <ARG0>resolution</ARG0> to prevent the <ARG1>spread</ARG1> of nuclear weapons.""]",0.0,Natural Disaster,International Agreement,prevent,prevent,Natural Disaster prevent International Agreement,
1141,cnc,1.0,1.0,0.0,cause_1_1_0,"The offer, which was due to expire yesterday, is conditional on 50.1% of Dunkin' common shares, on a fully diluted basis, being tendered and on the withdrawal of the company's poison pill rights plan.    ","[""The offer, which was due to <ARG1>expire</ARG1> yesterday, is conditional on 50.1% of Dunkin  common shares, on a fully diluted basis, being tendered and on the <ARG0>withdrawal</ARG0> of the company s poison pill rights plan.""]",0.0,Corporate Action,Expiration,cause,cause,Corporate Action cause Expiration,0.7043338
1142,cnc,1.0,1.0,0.0,enable_1_1_0,Each right entitles the shareholder to buy $100 face amount of 5% bonds due 1993 and warrants to buy 5 common shares at 30 cents a share.,"[""Each <ARG0>right</ARG0> entitles the shareholder to <ARG1>buy</ARG1> $100 face amount of 5% bonds due 1993 and warrants to <ARG1>buy</ARG1> 5 common shares at 30 cents a share.""]",0.0,Natural Disaster,Corporate Action,enable,enable,Natural Disaster enable Corporate Action,
1143,cnc,1.0,1.0,0.0,prevent_1_1_0,The United States has imposed sanctions on Sudan in an effort to prevent the country from destabilizing the region.,"[""The United States has imposed <ARG0>Sanctions</ARG0> on Sudan in an effort to prevent the country from <ARG1>Destabilizing</ARG1> the region.""]",0.0,Economic Sanction,Geopolitical Instability,prevent,prevent,Economic Sanction prevent Geopolitical Instability,
1144,cnc,1.0,1.0,0.0,intend_1_1_0,The government passed a law to increase access to affordable housing in an effort to reduce homelessness and improve living conditions.,"[""The government <ARG0>passed</ARG0> a law to increase access to affordable housing in an effort to <ARG1>reduce</ARG1> homelessness and improve living conditions.""]",0.0,Government Policy Change,Social Improvement,intend,intend,Government Policy Change intend Social Improvement,0.78350675
